country,city
United Kingdom,Leicester
China,Yanji
Angola,Benguela
China,Yicheng
Saudi Arabia,TabÅ«k
Russia,Lipetsk
India,UlhÄsnagar
Japan,Matsuyama
Philippines,Muntinlupa City
China,Kashgar
China,Linghai
Yemen,Aden
India,JhÄnsi
Zambia,Kitwe
Nigeria,Aba
United States,Palm Bay
Taiwan,Pingtung
Uzbekistan,Samarkand
India,Davangere
Japan,Ichikawa
India,Jammu
Mexico,MazatlÃ¡n
Japan,Higashi-Åsaka
Nigeria,Ile-Ife
Russia,Kirov
Egypt,MadÄ«nat as SÄdis min UktÅ«bar
Kazakhstan,Qaraghandy
Mexico,MazatÃ¡n
Germany,Duisburg
Ukraine,Mykolaiv
Japan,Matsudo
United States,Provo
China,Meicheng
Brazil,NiterÃ³i
France,Rouen
Morocco,Oujda-Angad
Malaysia,Johor Bahru
United States,Worcester
China,Hongjiang
Peru,Chimbote
China,Dengtacun
Mexico,Ixtapaluca
China,Zhijiang
China,Chengjiao
China,Beipiao
United States,Murrieta
Malaysia,Kota Bharu
China,Heshan
Mexico,Ciudad LÃ³pez Mateos
Vietnam,Vinh
Mexico,TultitlÃ¡n de Mariano Escobedo
China,Duyun
China,Encheng
Japan,Nishinomiya-hama
Afghanistan,KandahÄr
Russia,Cheboksary
China,Yuanping
Sudan,Port Sudan
Colombia,Valledupar
United Kingdom,Edinburgh
India,Belgaum
Russia,Tula
China,Taozhou
Egypt,Suez
China,Shahe
Iran,Yazd
Ethiopia,NazrÄ“t
China,Gaoping
United States,Brookhaven
United States,Greenville
Iran,ArÄk
Mexico,San NicolÃ¡s de los Garza
India,Gulbarga
Brazil,Juiz de Fora
China,Dunhua
Brazil,Feira de Santana
China,Jiaji
Jordan,Az ZarqÄâ€™
Brazil,Americana
Iran,ArdabÄ«l
Bangladesh,Sylhet
United States,Wichita
United States,Toledo
China,Kaihua
United Kingdom,Caerdydd
India,JÄmnagar
China,Fuyuan
India,DhÅ«lia
Mozambique,Nampula
India,Gaya
Greece,Piraeus
Japan,ÅŒita
Brazil,FlorianÃ³polis
Pakistan,Chiniot
China,Jiannan
China,Wuhai
Russia,Kaliningrad
Pakistan,Sukkur
China,Nangong
United States,Staten Island
Argentina,San Juan
Brazil,Vila Velha
Brazil,MacapÃ¡
United States,Des Moines
Peru,Piura
China,Jiaojiangcun
China,Laohekou
China,Fujin
China,Beian
Mexico,Celaya
China,Xiaoyi
France,Strasbourg
Argentina,LanÃºs
China,Qingzhen
China,Jiangshan
Iraq,Baâ€˜qÅ«bah
Ghana,Tamale
Poland,GdaÅ„sk
Japan,Kanazawa
Indonesia,Manado
China,Jinchang
Nigeria,Calabar
Japan,Fukuyama
United States,Long Beach
Turkey,Malatya
Vietnam,Huáº¿
India,Jalgaon
United States,Port St. Lucie
Brazil,MauÃ¡
Colombia,MonterÃ­a
Israel,Tel Aviv-Yafo
China,Xicheng
Philippines,Marikina City
"Korea, South",Pyeongtaek
India,Kurnool
Tunisia,Sfax
Philippines,City of Calamba
United States,Denton
Iraq,Ar RamÄdÄ«
Malaysia,Melaka
Brazil,Volta Redonda
China,Jianâ€™ou
China,Shenmu
China,Huadian
Taiwan,Taoyuan District
Philippines,Iloilo
Malaysia,Kota Kinabalu
China,Minzhu
Bangladesh,RÄjshÄhi
Egypt,Å¢anÅ£Ä
Russia,Balashikha
India,Udaipur
Russia,Kursk
Ukraine,Mariupol
Congo (Kinshasa),Bukavu
Taiwan,Hsinchu
Venezuela,Barcelona
Algeria,Constantine
China,Tanbei
Nigeria,Ado-Ekiti
Turkey,Batman
Philippines,Pasay City
United States,Madison
China,Pingquan
China,Baisha
India,Bellary
Cuba,Santiago de Cuba
China,Yongji
United States,Reno
China,Danjiangkou
Turkey,KahramanmaraÅŸ
Brazil,SÃ£o JosÃ© do Rio PrÃªto
Uzbekistan,Andijon
United States,Harrisburg
France,Nancy
Egypt,Al ManÅŸÅ«rah
Japan,Machida
China,Ningâ€™an
Mozambique,Beira
United States,Little Rock
Switzerland,ZÃ¼rich
China,Zhangjiakou Shi Xuanhua Qu
"Korea, North",Sunchâ€™Ån
Brazil,Diadema
China,Guangming
India,SÄngli
India,Tuticorin
Afghanistan,HerÄt
Indonesia,Kupang
Pakistan,Larkana
"Korea, South",Jeju
Iran,Bandar â€˜AbbÄs
Brazil,Santos
Russia,Stavropol
Nigeria,Katsina
Indonesia,Yogyakarta
India,Calicut
Iran,ZanjÄn
South Africa,Welkom
Russia,Ulan-Ude
United States,Oakland
Japan,Kashiwa
Afghanistan,MazÄr-e SharÄ«f
Iran,KÄshÄn
Morocco,Kenitra
Saudi Arabia,KhamÄ«s MushayÅ£
"Korea, South",Masan
Peru,Cusco
Ukraine,Sevastopol
Philippines,Mandaluyong City
"Korea, South",KihÅ­ng
Japan,Toyota
India,Akola
China,Yanâ€™an Beilu
Morocco,Agadir
Brazil,Mogi das Cruzes
United States,Durham
Congo (Kinshasa),Likasi
Canada,Laval
United States,Winston-Salem
"Korea, South",Uijeongbu
Russia,Tver
Turkey,ElazÄ±ÄŸ
Nigeria,Akure
"Korea, South",Kumi
Burma,Hpa-An
United States,Bonita Springs
China,Hailin
Malaysia,Seremban
Japan,Takamatsu
China,Lecheng
China,Zhengjiatun
Ukraine,Luhansk
China,Pencheng
Russia,Magnitogorsk
Philippines,Angeles City
Sudan,El Obeid
China,Dalai
China,Xingren
Spain,Palma
Congo (Kinshasa),Kolwezi
China,Wenlan
United States,Indio
United States,Palm Coast
Tanzania,Arusha
China,Fenyang
Japan,Toyama
"Korea, South",Paju
Indonesia,Mataram
United States,Chattanooga
Philippines,Lapu-Lapu City
China,Nagqu
Kenya,Kisumu
Indonesia,Jayapura
China,Fangting
Japan,Nagasaki
United States,Spokane
Pakistan,Shekhupura
Russia,Sochi
India,BhÄgalpur
Brazil,Ipatinga
Russia,Ivanovo
Nigeria,Osogbo
Philippines,Imus
Mexico,Ciudad ObregÃ³n
Turkmenistan,TÃ¼rkmenabat
Uzbekistan,Namangan
Russia,Bryansk
China,Basuo
China,Taiping
Venezuela,Maracay
Spain,Murcia
China,Jiexiu
Uganda,Mbale
Kazakhstan,Taraz
Egypt,AsyÅ«Å£
Argentina,Santa Fe
Brazil,Campina Grande
Poland,Szczecin
China,Ghulja
United States,Syracuse
Brazil,CarapicuÃ­ba
Japan,Gifu
India,Quilon
Brazil,JundiaÃ­
United States,Lancaster
Netherlands,Eindhoven
India,SÄ«kar
India,TumkÅ«r
China,Jiangjiafan
Japan,Miyazaki
United States,Arlington
United States,Stockton
India,BhÄtpÄra
Malaysia,Sandakan
China,Hejin
Vietnam,Thanh HÃ³a
India,Muzaffarnagar
United States,Poughkeepsie
Bangladesh,Comilla
France,Metz
Brazil,Campos
Vietnam,Nha Trang
Russia,Belgorod
Nigeria,Yola
Japan,Minamisuita
Paraguay,San Lorenzo
Iraq,Ad DÄ«wÄnÄ«yah
China,Hancheng
China,Fuyu
Italy,Bologna
China,Karamay
India,KÄkinÄda
United States,Augusta
India,BhÄ«lwÄra
Brazil,Caxias do Sul
China,Tieli
Indonesia,Cilegon
China,Baicheng
India,NizÄmÄbÄd
United States,Boise
Mexico,TonalÃ¡
Japan,Okazaki
Tanzania,Mwanza
Kazakhstan,AqtÃ¶be
Bulgaria,Plovdiv
United States,Oxnard
Morocco,TÃ©touan
Italy,Florence
Saudi Arabia,á¸¨Äâ€™il
China,Yidu
China,Lianzhou
United States,Scranton
Canada,London
Spain,Las Palmas
Brazil,Rio Branco
United States,Modesto
Japan,Ichinomiya
Czechia,Brno
United States,Kissimmee
Colombia,Pasto
Iran,QazvÄ«n
Mexico,Irapuato
Serbia,Novi Sad
Chile,Antofagasta
China,Shihezi
China,Shache
India,PÄnihÄti
Peru,Huancayo
United States,Aurora
Philippines,Malabon
India,Parbhani
El Salvador,UsulutÃ¡n
United States,Youngstown
New Zealand,Christchurch
Turkey,Hatay
Peru,Iquitos
Turkey,Sivas
China,Helixi
Spain,A CoruÃ±a
Colombia,Manizales
New Zealand,Manukau City
United Kingdom,Stoke-on-Trent
Venezuela,CumanÃ¡
Ukraine,Vinnytsia
India,Rohtak
India,LÄtÅ«r
Japan,Toyohashi
Iran,Sanandaj
Mexico,Nuevo Laredo
China,Anguo
Indonesia,Ambon
Philippines,Mandaue City
Taiwan,Keelung
Bulgaria,Varna
China,Lengshuijiang
India,RÄjapÄlaiyam
Japan,Nagano
Iraq,Az Zubayr
Saudi Arabia,Al QaÅ£Ä«f
Mexico,Cuernavaca
China,Sanya
Mexico,NicolÃ¡s Romero
China,Huichang
Belarus,Vitsyebsk
Brazil,Bauru
Germany,Bochum
Brazil,AnÃ¡polis
United Kingdom,Coventry
China,Zalantun
Mexico,TecÃ¡mac
Pakistan,Jhang City
Mexico,Ciudad General Escobedo
"Korea, North",WÅnsan
Turkey,Kocaeli
Indonesia,Bengkulu
Brazil,Montes Claros
Haiti,PÃ©tion-Ville
China,Shuanghejiedao
Poland,Bydgoszcz
Russia,Surgut
Spain,Donostia
Burkina Faso,Bobo-Dioulasso
Nigeria,Umuahia
Sudan,Gedaref
Indonesia,Palu
Philippines,Santa Rosa
Nepal,Pokhara
Belarus,Mahilyow
China,Wudalianchi
Malaysia,Sungai Petani
Vietnam,Nam Äá»‹nh
"Korea, North",SinÅ­iju
Belarus,Hrodna
Russia,Vladimir
Brazil,SÃ£o Vicente
Japan,Wakayama
China,Yongâ€™an
Brazil,Itaquaquecetuba
Germany,Wuppertal
Mexico,MinatitlÃ¡n
Russia,Nizhniy Tagil
Japan,Nara
China,Hongzhai
Spain,Bilbao
Netherlands,Haarlem
Kazakhstan,Pavlodar
"Korea, South",Gimpo
Pakistan,Rahimyar Khan
Turkey,Van
Argentina,Corrientes
Philippines,San Pedro
Russia,Arkhangelsk
China,Licheng
Venezuela,Cabimas
China,Yakeshi
Philippines,Baguio City
India,Ahmadnagar
United States,Fayetteville
Japan,Koshigaya
Cuba,HolguÃ­n
Uzbekistan,Qoâ€˜qon
United States,Anaheim
China,Yingmen
Brazil,Piracicaba
Iran,KhorramÄbÄd
India,RÄjahmundry
Russia,Chita
Iran,SÄrÄ«
Ukraine,Makiivka
Zimbabwe,Chitungwiza
United States,Pensacola
United States,Victorville
Japan,Tokorozawa
"Korea, North",Tanchâ€™Ån
Azerbaijan,SumqayÄ±t
Sudan,KÅ«stÄ«
Iraq,Al â€˜AmÄrah
India,Cuddapah
Ukraine,Simferopol
Philippines,Tarlac City
United States,Lancaster
United States,Greensboro
Philippines,Iligan
South Africa,East London
Japan,ÅŒtsu
Brazil,Franca
Russia,Kaluga
"Korea, South",Yeosu
United States,Corpus Christi
India,Muzaffarpur
Poland,Lublin
Belarus,Brest
China,Lianran
India,Alwar
China,Baishan
Japan,Kawagoe
Uzbekistan,Fargâ€˜ona
Japan,Tamuramachi-moriyama
India,Brahmapur
Vietnam,BuÃ´n Ma Thuá»™t
Philippines,BiÃ±an
Japan,Iwaki
Kazakhstan,Semey
Turkey,Tarsus
South Africa,Randburg
Mexico,Tepic
Nepal,Jitpur
"Korea, North",KaesÅng
Congo (Kinshasa),Beni
"Korea, South",Chinju
China,Tangdong
Philippines,Butuan
United Kingdom,Reading
United Kingdom,Belfast
Spain,Alicante
Algeria,Blida
China,Hangu
China,Yingzhong
Chile,ViÃ±a del Mar
Japan,Asahikawa
Germany,Bielefeld
Ecuador,Cuenca
United States,Fort Wayne
Japan,Maebashi
Philippines,Lipa City
Sudan,Wad Medani
United States,Islip
Tunisia,Sousse
India,KÄmÄrhÄti
Greece,ThessalonÃ­ki
Azerbaijan,GÉ™ncÉ™
India,BilÄspur
United States,Santa Ana
Bangladesh,Mymensingh
Egypt,Al FayyÅ«m
United States,Flint
Indonesia,Kendari
Turkey,BalÄ±kesir
Egypt,Az ZaqÄzÄ«q
Vietnam,ThÃ¡i NguyÃªn
Russia,Smolensk
"Korea, South",WÅnju
Brazil,MaringÃ¡
Puerto Rico,San Juan
Iraq,DahÅ«k
Philippines,Batangas
India,Mathura
Brazil,Pelotas
China,Bamiantong
Japan,KÅchi
India,PatiÄla
Pakistan,Gujrat
Germany,Bonn
Vietnam,VÅ©ng TÃ u
Canada,Markham
India,Saugor
South Africa,Roodepoort
Mexico,GÃ³mez Palacio
Russia,Volzhskiy
Italy,Bari
India,BijÄpur
Indonesia,Sukabumi
China,Ulanhot
United States,Fayetteville
Brazil,ItajaÃ­
Kenya,Nakuru
China,Yunzhong
Iraq,Al FallÅ«jah
Brazil,Boa Vista
Romania,Cluj-Napoca
Sweden,MalmÃ¶
"Korea, South",Gwangmyeongni
Peru,Pucallpa
Spain,CÃ³rdoba
Malaysia,Kuching
Niger,Zinder
Japan,Naha
Ethiopia,Gonder
Brazil,Uberaba
United States,Jackson
Ethiopia,Mekele
India,Kulti
United States,Santa Rosa
Haiti,GonaÃ¯ves
United States,Lansing
China,Binxian
Australia,Newcastle
Russia,Kurgan
China,Kaiyuan
Morocco,Temara
Mexico,Uruapan
China,Hotan
Cuba,CamagÃ¼ey
United States,Ann Arbor
Argentina,San Salvador de Jujuy
Romania,TimiÅŸoara
Iraq,Al KÅ«t
Mexico,Tapachula
India,ShÄhjÄnpur
Russia,Cherepovets
Ukraine,Poltava
United States,Henderson
Cameroon,Maroua
"Korea, North",Kaechâ€™Ån
"Korea, South",Asan
Mexico,Coatzacoalcos
United States,Huntsville
India,TrichÅ«r
Philippines,General Trias
Indonesia,Cirebon
Mexico,Tampico
United States,Lexington
Nicaragua,Boaco
Kazakhstan,Ã–skemen
Vietnam,CÃ  Mau
Colombia,Neiva
Philippines,Cabuyao
Russia,Vologda
Russia,Saransk
United States,Mobile
South Sudan,Bor
Germany,MÃ¼nster
India,BarddhamÄn
Morocco,Ksar El Kebir
Germany,Karlsruhe
Pakistan,Kasur
China,Yakou
Russia,OrÃ«l
Morocco,Safi
Iran,Shahr-e Qods
Brazil,VitÃ³ria da Conquista
Syria,á¸¨amÄh
Brazil,GuarujÃ¡
Italy,Catania
India,Purnea
United States,Fort Collins
South Africa,Port Elizabeth
Turkey,Alanya
United States,Asheville
United States,Santa Clarita
Iran,GorgÄn
Brazil,Porto Velho
Vietnam,Quy NhÆ¡n
India,Sambalpur
Japan,Yokkaichi
Mexico,Chalco
Germany,Mannheim
"Korea, North",Nampâ€™o
Iran,ShahrÄ«Är
Japan,Kasugai
Nigeria,Sapele
Brazil,Blumenau
"Korea, North",SariwÅn
Canada,St. Catharines
Congo (Kinshasa),Matadi
Canada,Niagara Falls
India,FÄ«rozÄbÄd
Philippines,San Fernando
United States,St. Paul
Russia,Vladikavkaz
Russia,Yakutsk
Nigeria,Minna
India,Hisar
Venezuela,Puerto La Cruz
Paraguay,Ciudad del Este
Russia,Podolsk
Mexico,Ciudad Victoria
Japan,Akita
China,Kumul
Canada,Vaughan
Japan,ÅŒakashichÅ
Indonesia,Pekalongan
Turkey,AdÄ±yaman
Portugal,Vila Nova de Gaia
Mauritius,Curepipe
Philippines,Cabanatuan City
Mexico,Oaxaca
Colombia,Armenia
Australia,Wollongong
France,Brest
Nigeria,Awka
"Korea, South",Iksan
Brazil,TaubatÃ©
United States,Antioch
United States,Lakeland
Philippines,Cadiz
Vietnam,SÃ³c TrÄƒng
Ethiopia,Ä€wasa
Pakistan,Mardan
Colombia,PopayÃ¡n
Brazil,Praia Grande
China,Qianzhou
Philippines,Cotabato
India,BÄ«dar
Poland,BiaÅ‚ystok
Venezuela,MÃ©rida
Russia,Murmansk
Turkey,Afyonkarahisar
Spain,Valladolid
Indonesia,Jember
Argentina,BahÃ­a Blanca
Turkey,Ä°skenderun
Saudi Arabia,Al Mubarraz
Brazil,PetrÃ³polis
Saudi Arabia,Al Kharj
India,RÄmpur
Saudi Arabia,NajrÄn
Ukraine,Chernihiv
"Korea, South",Yangsan
Spain,Vigo
United States,Oyster Bay
Chile,ValparaÃ­so
Germany,Augsburg
Tanzania,Mbeya
Brazil,Limeira
Bangladesh,Rangpur
Brazil,Ponta Grossa
India,Shiliguri
Turkey,Aksaray
Philippines,Navotas
Turkey,Ã‡orum
India,BÄli
Egypt,Ismailia
India,PÄnÄ«pat
Italy,Cagliari
Haiti,Delmas
Algeria,Batna
"Korea, South",Kunpâ€™o
Russia,Tambov
Romania,IaÅŸi
Senegal,ThiÃ¨s
Nigeria,Makurdi
Japan,Morioka
Ukraine,Kherson
Russia,Groznyy
China,Hongâ€™an
Cameroon,Bafoussam
Argentina,Resistencia
Romania,BraÅŸov
Peru,Juliaca
Austria,Graz
India,KarÄ«mnagar
Algeria,SÃ©tif
United States,Trenton
Lithuania,Kaunas
France,Mulhouse
China,Hulin
Ghana,Sekondi
United States,Lincoln
India,Bhuj
Czechia,Ostrava
India,Ichalkaranji
India,Tirupati
United States,Springfield
Venezuela,Punto Fijo
United States,Plano
United States,Irvine
Japan,Fukushima
France,OrlÃ©ans
India,Hospet
Peru,Tacna
CÃ´te Dâ€™Ivoire,Korhogo
Romania,ConstanÅ£a
Israel,Haifa
Mexico,Coacalco
Brazil,Crato
France,Limoges
United States,Davenport
Venezuela,Coro
Burma,Bago
China,Fuquan
China,Tongchuanshi
India,Ä€Ä«zawl
Brazil,TaboÃ£o da Serra
India,Sannai
China,Huozhou
Chile,Temuco
Russia,Sterlitamak
United States,Rockford
Indonesia,Tegal
Peru,Ica
United States,Newark
China,Jining
"Korea, South",Chuncheon
Iran,MalÄrd
Indonesia,Pematangsiantar
Vietnam,Long XuyÃªn
Russia,Petrozavodsk
United States,South Bend
Pakistan,Mingaora
India,BÄrÄsat
United States,Shreveport
Colombia,Sincelejo
Vietnam,Viá»‡t TrÃ¬
Ukraine,Cherkasy
Germany,Wiesbaden
Russia,Kostroma
United States,Round Lake Beach
"Korea, South",Gyeongsan
Poland,Katowice
China,Shaowu
China,Linxia Chengguanzhen
Mexico,Pachuca
Ethiopia,Dire Dawa
Ukraine,Khmelnytskyi
Japan,Aomori
Nigeria,Owo
United States,Savannah
Argentina,Posadas
Canada,Gatineau
Canada,Windsor
Japan,Tsu
United States,Myrtle Beach
Congo (Kinshasa),Mbandaka
Mexico,TehuacÃ¡n
Venezuela,La Guaira
"Korea, South",Kunsan
Russia,Nizhnevartovsk
United States,Chula Vista
India,RatlÄm
"Korea, South",Yeosu
Brazil,Crato
United Kingdom,Derby
Egypt,Kafr ad DawwÄr
United States,Eugene
Spain,GijÃ³n
Taiwan,Chiayi
Japan,FuchÅ«
Brazil,Palmas
Romania,Craiova
Niger,Maradi
Indonesia,Sorong
Indonesia,Majene
Uzbekistan,Bukhara
Vietnam,ThÃ¡i BÃ¬nh
Indonesia,Binjai
Kazakhstan,Oral
Bangladesh,BrÄhmanbÄria
Iran,SartÄ
India,ImphÄl
United Kingdom,Plymouth
Japan,Ichihara
Ecuador,Santo Domingo de los Colorados
Russia,Novorossiysk
El Salvador,Santa Ana
Ukraine,Zhytomyr
Japan,Mito
Nigeria,Gombe
Finland,Espoo
India,Drug
Cameroon,Bamenda
India,HandwÄra
Philippines,Lucena
United States,Canton
Russia,Yoshkar-Ola
Russia,Nalchik
Egypt,AswÄn
Mexico,Salamanca
Turkey,Ä°negÃ¶l
Ukraine,Chernivtsi
Japan,Yao
Brazil,SumarÃ©
United States,Lubbock
Saudi Arabia,Yanbuâ€˜
Ukraine,Sumy
Congo (Kinshasa),Tshikapa
India,Anantapur
Philippines,San Pablo
United States,Reading
United States,Winter Haven
Burma,Myeik
Brazil,MarabÃ¡
Turkey,KÃ¼tahya
United States,Salem
Algeria,Djelfa
Brazil,Petrolina
"Korea, South",Suncheon
United States,St. Petersburg
Pakistan,Dera Ghazi Khan
Congo (Kinshasa),Kindu
Bolivia,Oruro
Iran,DezfÅ«l
Turkey,Osmaniye
United States,Lafayette
"Korea, South",KyÅngju
Indonesia,Dumai
Japan,KakogawachÅ-honmachi
Belgium,Gent
Australia,Geelong
Turkey,Ã‡orlu
Pakistan,Nawabshah
Germany,Gelsenkirchen
Japan,Fukui
Germany,MÃ¶nchengladbach
France,Bordeaux
Algeria,Annaba
Italy,Venice
Brazil,Barueri
Thailand,Nonthaburi
United States,Laredo
United States,Jersey City
Vietnam,Quáº£ng NgÃ£i
United States,Concord
Egypt,DamanhÅ«r
China,Dongta
Mexico,Ciudad Benito JuÃ¡rez
Brazil,Cascavel
Japan,Hiratsuka
United States,Columbus
United States,Chandler
Brazil,Governador Valadares
Turkey,Sakarya
Philippines,Tagum
Afghanistan,Kunduz
Mexico,Ciudad Santa Catarina
Mexico,Los Mochis
Japan,SÅka
Mexico,Texcoco
Libya,MiÅŸrÄtah
Turkey,Isparta
India,EtÄwah
China,Huayin
United States,McKinney
Mexico,Playa del Carmen
United States,Scottsdale
United Kingdom,Wolverhampton
United States,Killeen
Norway,Bergen
United States,Tallahassee
Japan,Shinozaki
Ukraine,Horlivka
Madagascar,Antsirabe
Nigeria,Ondo
Japan,Hakodate
Vietnam,áº¤p Äa Lá»£i
Brazil,Foz do IguaÃ§u
Japan,Tokushima
United States,Peoria
Brazil,Santa Maria
Indonesia,Kediri
Martinique,Fort-de-France
Nigeria,Damaturu
Philippines,Malolos
Mexico,La Paz
United States,Wilmington
India,RÄichÅ«r
Burma,Mawlamyine
Venezuela,Turmero
Malaysia,Kuala Terengganu
CÃ´te Dâ€™Ivoire,Daloa
Philippines,Puerto Princesa
Uzbekistan,Qarshi
United States,Montgomery
United States,Gilbert
Israel,Rishon Leáº”iyyon
India,Ongole
Uganda,Arua
Italy,Verona
India,Bharatpur
Vietnam,Ráº¡ch GiÃ¡
"Korea, North",Kanggye
Russia,Taganrog
Colombia,Buenaventura
Turkey,KÄ±zÄ±ltepe
Spain,Vitoria-Gasteiz
Sudan,El Fasher
Brazil,VÃ¡rzea Grande
United States,Glendale
Argentina,Santiago del Estero
Turkey,UÅŸak
India,Begusarai
United States,North Las Vegas
India,SonÄ«pat
Venezuela,Los Teques
Philippines,Mabalacat
China,Jinshi
Kyrgyzstan,Osh
Nigeria,Iwo
Equatorial Guinea,Bata
Japan,ChÅfugaoka
Russia,Komsomolâ€™sk-na-Amure
Iran,BÄbol
Romania,GalaÅ£i
Libya,Al Bayá¸‘Äâ€™
Japan,Yamagata
China,Manzhouli
Germany,Kiel
Germany,Braunschweig
Ukraine,Rivne
Poland,Gdynia
Indonesia,Palangkaraya
Egypt,Al MinyÄ
Saudi Arabia,á¸¨afr al BÄÅ£in
Brazil,Caruaru
Chile,San Bernardo
Iran,BÅ«kÄn
Germany,Aachen
Pakistan,Sahiwal
Japan,Chigasaki
Vietnam,Thá»§ Dáº§u Má»™t
Malaysia,Sibu
United States,Anchorage
Argentina,ParanÃ¡
Bolivia,Oruro
Argentina,Merlo
Russia,Syktyvkar
Russia,Khimki
Nepal,BirÄá¹­nagar
Germany,Chemnitz
Canada,Saskatoon
Japan,Yato
Panama,ColÃ³n
United Kingdom,Abertawe
Japan,Fuji
Chile,Puerto Montt
Bangladesh,Jessore
China,Beichengqu
Vietnam,Tuy HÃ²a
India,ShrÄ«rÄmpur
United States,Chesapeake
India,HÄpur
Ethiopia,Bahir Dar
Turkey,Manisa
Tanzania,Tanga
Iran,SabzevÄr
India,RÄmgundam
Portugal,Porto
Philippines,Tacloban
Burma,Myitkyina
United States,Barnstable
"Korea, North",Haeju
Israel,Petaáº– Tiqwa
United States,Norfolk
Argentina,GonzÃ¡lez CatÃ¡n
Brazil,Juazeiro do Norte
China,Diaobingshancun
Peru,Tarapoto
China,Zhangping
Mexico,San Juan del RÃ­o
Japan,Tsukuba-kenkyÅ«gakuen-toshi
Brazil,SÃ£o Carlos
Brazil,IlhÃ©us
United States,Fremont
Germany,Halle
Turkey,DÃ¼zce
"Korea, North",Anju
Denmark,Aarhus
United States,Kennewick
Australia,Hobart
